Arquivo,Almoxarifado_Origem_Arquivo,Grupo,Data,Id_Produto,Descricao,Sistema,Contagem,Divergencia_Qtd,Valor,Obs,Prejuizo,Hipotese_Sugerida
Movimentados - Processo 19.05.xlsm,Processo,Produto Acabado,2026-05-19 00:00:00,05104071,Bombom Bom Jardim Intenso 10g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto Acabado,2026-05-19 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,228,228,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 19.05.xlsm,Processo,Produto Acabado,2026-05-19 00:00:00,05104122,Teste Industrial,26,26,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto Acabado,2026-05-19 00:00:00,05104060,Língua de Onça Chocolate ao Leite 5g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto Acabado,2026-05-19 00:00:00,05104018,"Bombom SF Leite Ganache de Cupuaçu 7,7g",0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,9.8346,9.8346,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0050321024,Barra 80 GR  Caram de Maracujá+praliné,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0500305002,Massa de Chocolate Branco - teste 2025,2.92,2.92,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,1611,1611,0,0,Em apontamento,Não,Aguardando apontamento de produção
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0050305035,Massa Choco ao leite com Castanha Pará,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0020315001,Bolo de Chocolate Loja,3,3,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0020303003,Nibs de Cacau - Mocajuba (PA),10,10,0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,9990311030,Praliné de Avelã colagem,36.4305,36.4305,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 19.05.xlsm,Processo,Produto em Processo,2026-05-19 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,99.1229,99.1229,0.0,0,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,0190213056,Envelope plastico transparente,388,388,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,0190213051,Caixa Base  LO 80g,537,537,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,019021424,CARTÃO QR,1375,1375,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1665,1665,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,0190213074,Caixa Biscoitos Fundo cupu,94,94,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,0190213075,Caixa Biscoitos luva cupu,94,94,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.05.xlsm,Processo,Embalagem,2026-05-20 00:00:00,0190213060,Berço termoformado LO,514,514,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111053,MALTODEXTRINA DE10 1910,0.9663,0.9663,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111008,Xarope de glucose,8.7907,8.7907,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,0140106804,Açúcar invertido,1.2731,1.2731,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111003,Creme de Leite UHT 25%,1.5,1.5,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111006,Manteiga de Leite,1.6919,1.6919,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,52.2138,52.2138,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111026,Sal,0.9688,0.9688,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111023,Sorbitol em Pó,1.2991,1.2991,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111021,DEXTROSE,1,1,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Materia Prima,2026-05-20 00:00:00,9990111058,Tapereba Liofilizado,0.1659,0.1659,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Outros Insumos,2026-05-20 00:00:00,9990111054,Sorbato de Potássio Granulado,0.1953,0.1953,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto Acabado,2026-05-20 00:00:00,05004048,Biscoito Cast. Pará Cupulate 70% 150g,4,4,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.05.xlsm,Processo,Produto Acabado,2026-05-20 00:00:00,05104122,Teste Industrial,40,40,0,0,Falta de trasnferencia para o estoque,,Outros / não categorizado
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,6.5386,6.5386,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,9990311030,Praliné de Avelã colagem,32.8259,32.8259,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,9990315027,Polpa de Tapereba Reduzida,1.8369,1.8369,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,9990311031,Praliné Pistache colagem,7.9226,7.9226,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,9990315026,Polpa de Cupuaçu Reduzida,0.4891,0.4891,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,9990311038,Recheio Caramelo Maracujá,2.0903,2.0903,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,94.6306,94.6306,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.05.xlsm,Processo,Produto em Processo,2026-05-20 00:00:00,0050308015,Biscoito 150 gr com Cupu,94,94,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Embalagem,2026-07-17 00:00:00,0190213056,Envelope plastico transparente,1227,1227,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Embalagem,2026-07-17 00:00:00,0190213060,Berço termoformado LO,207,207,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Embalagem,2026-07-17 00:00:00,0190213051,Caixa Base  LO 80g,216,216,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Embalagem,2026-07-17 00:00:00,0190213052,Luva LO 80GR ao leite com Praliné,454,454,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Embalagem,2026-07-17 00:00:00,019021424,CARTÃO QR,345,345,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Embalagem,2026-07-17 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1068,1068,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,29.786,29.786,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,9990111023,Sorbitol em Pó,1.0097,1.0097,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,0140106805,Açúcar refinado,4.7692,4.7692,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,0140106804,Açúcar invertido,0.9697,0.9697,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,03001001,Leite em Pó integral,1.4,1.4,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,9990111005,Lecitina de Soja,1.4594,1.4594,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,9990111006,Manteiga de Leite,1.5581,1.5581,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Materia Prima,2026-07-17 00:00:00,9990111003,Creme de Leite UHT 25%,6.2359,6.2359,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,20,20,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104012,Bombom SF Leite Praliné de Pistache 10g,46,0,-46,22.3376,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104059,Bombom SF Doce de Cupuaçu 10g,17,0,-17,8.0376,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104007,Bombom Intenso Praliné 10g,13,0,-13,4.9504,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104016,"Bombom SF Leite Ganache de Maracujá 7,7g",33,0,-33,11.2167,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104008,Bombom ao Leite Praliné 10g,67,0,-67,25.6342,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104071,Bombom Bom Jardim Intenso 10g,105,0,-105,33.474,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto Acabado,2026-07-17 00:00:00,05104039,Bombom SF Ganache de Taperebá Int 10g,18,0,-18,13.7376,Transf.Pendente - Feita Hoje,Não,Transferência pendente
Movimentados - Processo 20.07.xlsm,Processo,Produto em Processo,2026-07-17 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,28.5931,28.5931,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 20.07.xlsm,Processo,Produto em Processo,2026-07-17 00:00:00,0050305010,PP LÍNGUA DE ONÇA 5G PRALINÉ,3008,3008,0,0,Em Apontamento,,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Produto em Processo,2026-07-17 00:00:00,0020315001,Bolo de Chocolate Loja,1.05,1,-0.050000000000000044,6.367070000000005,Falta de apontamento - OK,Não,Aguardando apontamento de produção
Movimentados - Processo 20.07.xlsm,Processo,Produto em Processo,2026-07-17 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,93.3569,93.3569,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213074,Caixa Biscoitos Fundo cupu,4,4,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213133,Berço interno caixa 14 bombons,57,57,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,1551,0,-1551,100.815,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213075,Caixa Biscoitos luva cupu,4,4,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213130,Berço Caixa 14 Bombons,23,23,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213116,Caixa 14 bombons,15,15,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,019021424,CARTÃO QR,1270,1270,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213124,Forminha para Bombons Caixas,846,846,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213117,Caixa 30 bombons,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213135,Folder das Caixas de 30 Bombons,3,0,-3,0,Baixa Por Consumo,Não,Baixa por consumo (processo semanal)
Movimentados - Processo 21.05.xlsm,Processo,Embalagem,2026-05-21 00:00:00,0190213134,Folder das Caixas de 14 Bombons,8,8,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,52.2082,0,-52.2082,4007.5118736399995,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111006,Manteiga de Leite,1.6215,0,-1.6215,105.7691478,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111068,Farinha de Trigo,1,0,-1,6.79,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111021,DEXTROSE,0.9891,0,-0.9891,37.348416,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111073,Castanha de Caju,0.143,0,-0.143,12.886873999999999,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111056,Castanha do Pará,0.6075,0,-0.6075,148.23000000000002,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111003,Creme de Leite UHT 25%,1.4034,0,-1.4034,54.524335439999994,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111008,Xarope de glucose,8.7835,0,-8.7835,111.989625,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111026,Sal,0.9681,0,-0.9681,3.16742958,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111042,Xerem de Castanha de Caju,1.148,0,-1.148,68.7652,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,0140106805,Açúcar refinado,29.7332,0,-29.7332,90.94196552000001,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111023,Sorbitol em Pó,1.2368,0,-1.2368,58.772736,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,0140106804,Açúcar invertido,1.2243,0,-1.2243,13.4673,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,0140106806,Açúcar Mascavo,1,0,-1,14.678,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111058,Tapereba Liofilizado,0.1512,0,-0.1512,157.0968,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111059,Cupuaçu Liofilizado,0.2457,0,-0.2457,191.1546,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Materia Prima,2026-05-21 00:00:00,9990111053,MALTODEXTRINA DE10 1910,0.9544,0,-0.9544,17.24085424,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Outros Insumos,2026-05-21 00:00:00,9990111054,Sorbato de Potássio Granulado,0.1938,0,-0.1938,4.007784,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004048,Biscoito Cast. Pará Cupulate 70% 150g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004057,Barra ES ao Leite Praliné de Avelã 80g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004006,MAGIO PF Vale do Jari 65% 60g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004097,Barra ES Leite com Avelã e Maracujá 80g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004149,Caixa de Bombons G (30 bombons),3,3,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto Acabado,2026-05-21 00:00:00,05004148,Caixa de Bombons M (14 bombons),6,6,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,5.997,0,-5.997,206.81374139999997,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990311042,Recheio Doce de Cupuaçu,0.2,0.2,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990311044,Praliné de castanhas - Bolo de chocolate,1.5,1,-0.5,42.5294,"Transf. Pendente p/Loja - 0,500G",Não,Transferência pendente
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990315025,Polpa de Maracujá Reduzida,1.9809,1.9809,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990311040,Colagem praliné para lua cheia,6.9066,0,-6.9066,309.553812,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,0050308015,Biscoito 150 gr com Cupu,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990311025,Ganache Chocolate intenso,0.2,0.2,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990311030,Praliné de Avelã colagem,32.6477,32.6477,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,0050305006,MASSA DE CHOCOLATE -AO LEITE   NF24,93.2764,0,-93.2764,3344.71447884,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990315026,Polpa de Cupuaçu Reduzida,0.2804,0.2804,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990315027,Polpa de Tapereba Reduzida,1.7646,1.7646,0.0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 21.05.xlsm,Processo,Produto em Processo,2026-05-21 00:00:00,9990311031,Praliné Pistache colagem,7.8236,0,-7.8236,504.53301096,Em produção,Não,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,0190213056,Envelope plastico transparente,1122,985,-137,20.002,Foi solicitado baixa nas contagens anteriores porém a mesma não foi realizada,,Outros / não categorizado
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,0190213060,Berço termoformado LO,120,120,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,0190213051,Caixa Base  LO 80g,129,129,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,0190213052,Luva LO 80GR ao leite com Praliné,367,367,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,0190213167,Caixa ES Intenso Praliné Avelã,100,83,-17,11.8201,Solicitado baixa de 17 un por avaria,Sim,Avaria / Perda por avaria
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,0190213090,Flowpack LO Leite,31,13,-18,11.964599999999999,Solicitado baixa de 18 un,Sim,Outros / não categorizado
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,9990712045,Etiqueta Lacre 2 - Adesivo transparente,893,893,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 21.07.xlsm,Processo,Embalagem,2026-07-20 00:00:00,019021424,CARTÃO QR,1623,1623,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111009,Gelatina incolor,0.6901,0.6901,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,0140106004,Açúcar Demerara,14,14,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,03001001,Leite em Pó integral,21.7,21.7,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111042,Xerem de Castanha de Caju,3.5017,3.5017,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111007,Clara em Pó,0.2129,0.2129,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111004,Baunilha em Fava,0.8914,0.8914,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,0140106805,Açúcar refinado,44.0838,44.0838,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,54.786,54.786,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111020,Avelã,20,20,0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111073,Castanha de Caju,3.25,3.25,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111056,Castanha do Pará,1.5177,1.5177,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Materia Prima,2026-07-20 00:00:00,9990111008,Xarope de glucose,8.1588,8.1588,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
Movimentados - Processo 21.07.xlsm,Processo,Produto Acabado,2026-07-20 00:00:00,05004139,Língua de Onça Leite Flowpack 11g,2276,2276,0,0,Transf.Pendente,,Transferência pendente
Movimentados - Processo 21.07.xlsm,Processo,Produto Acabado,2026-07-20 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,107,107,0,0,Em apontamento,,Aguardando apontamento de produção
Movimentados - Processo 21.07.xlsm,Processo,Produto em Processo,2026-07-20 00:00:00,0020305008,Massa de Chocolate - Mocajuba Intenso,25.9255,25.9255,0.0,0,Em produção,,Produção em andamento (OP não encerrada)
